state,dtm_idp_ind,dtm_returnees_ind,month,round,acled_events,acled_fatalities,acled_actor1_n,acled_actor2_n,acled_event_types,wfp_avg_price,wfp_avg_usdprice,wfp_market_count,wfp_commodity_count,wb_gdp_growth_annual_pct,wb_inflation_annual_pct,wb_net_oda_pct_gni,wb_oil_rents_pct_gdp,population_2025,ipc_total_number,ipc_phase3plus_number,ipc_phase4_number,ipc_phase5_number,ipc_phase3plus_pct,ipc_phase4_pct,ipc_phase5_pct,from_date,to_date,snapshot_date,flood_affected_people,flood_displaced_people,days_since_flood_snapshot,flood_recent_available,idp_per_1000,returnees_per_1000
Western Equatoria,67778.0,126649.0,2019-03-01,R5,9.0,33.0,4.0,2.0,2.0,1102.3636363636363,7.131818181818182,1.0,11.0,,87.2413641500032,,,997821.2487983624,790729.0,265246.0,40694.0,0.0,0.33544488693345004,0.051463902297753085,0.0,2019-02-01,2019-04-30,,,,,0,67.92599384070286,126.92553917098728
Western Equatoria,63589.0,155158.0,2019-06-01,R6,1.0,2.0,1.0,1.0,1.0,4556.666666666667,28.97888888888889,1.0,9.0,,87.2413641500032,,,997821.2487983624,790729.0,294087.0,45594.0,0.0,0.37191882427481476,0.05766071561811948,0.0,2019-05-01,2019-07-31,,,,,0,63.727847123498094,155.49678881548252
Western Equatoria,64027.0,149394.0,2019-11-01,R7,1.0,1.0,1.0,1.0,1.0,370.0,2.3485714285714288,1.0,7.0,,87.2413641500032,,,997821.2487983624,861331.0,88359.0,9052.0,0.0,0.10258425622670031,0.010509316395206953,0.0,2019-09-01,2019-12-31,,,,,0,64.16680350023137,149.7202030723533
Western Equatoria,70916.0,175482.0,2020-03-01,R8,2.0,2.0,1.0,1.0,1.0,2346.7419354838707,14.794516129032258,2.0,21.0,,29.6758435538572,,,997821.2487983624,861331.0,162388.0,10155.0,0.0,0.1885314704799897,0.011789892619678149,0.0,2020-02-01,2020-04-30,,,,,0,71.07084569044947,175.86516644271325
Western Equatoria,68624.0,184284.0,2020-09-01,R9,3.0,1.0,1.0,1.0,1.0,1785.6013953488373,10.922325581395349,2.0,27.0,,29.6758435538572,,,997821.2487983624,,,,,,,,,,,,,,0,68.7738410889137,184.6863856847367
Western Equatoria,58408.0,202091.0,2020-12-01,R10,3.0,2.0,3.0,3.0,2.0,,,,,,29.6758435538572,,,997821.2487983624,914326.0,80000.0,2000.0,0.0,0.0874961447011241,0.0021874036175281025,0.0,2020-12-01,2021-03-31,,,,,0,58.53553436583807,202.5322674210139
Western Equatoria,96463.0,203428.0,2021-09-01,R11,41.0,117.0,6.0,5.0,4.0,2464.5533333333333,14.057575757575757,2.0,23.0,,10.5167158294358,,,997821.2487983624,,,,,,,,,,,,,,0,96.6736277826982,203.87218677190978
Western Equatoria,190974.0,206155.0,2021-12-01,R12,6.0,8.0,4.0,2.0,2.0,,,,,,10.5167158294358,,,997821.2487983624,,,,,,,,,,,,,,0,191.39099335675863,206.60514119965322
Western Equatoria,215856.0,236435.0,2022-08-01,R13,4.0,2.0,2.0,3.0,2.0,2907.350769230769,4.5543589743589745,2.0,26.0,,-6.68732094212668,,,997821.2487983624,,,,,,,,,,,,,,0,216.3273234158393,236.95125783774353
Western Equatoria,85305.0,,2023-04-01,R14,9.0,15.0,5.0,3.0,2.0,14390.132857142857,17.160476190476192,2.0,19.0,,2.38280434813754,,,997821.2487983624,968956.0,380099.0,73953.0,0.0,0.39227684229211646,0.0763223510665087,0.0,2023-04-01,2023-07-31,2022-11-30,111403.0,,122.0,1,85.49126419459348,
Western Equatoria,105650.0,,2024-09-01,R15,3.0,2.0,3.0,2.0,3.0,16313.1141025641,5.351282051282051,2.0,26.0,,91.4408220769046,,,997821.2487983624,996180.0,219000.0,28000.0,0.0,0.21983978799012227,0.028107370153988235,0.0,2024-09-01,2024-11-30,2022-11-30,111403.0,,641.0,1,105.88068767550321,
Western Equatoria,137956.0,,2025-02-01,R16,,,,,,13250.67205882353,3.0091176470588237,2.0,24.0,,,,,997821.2487983624,996174.0,153000.0,7000.0,0.0,0.15358762625806335,0.0070268848614800225,0.0,2024-12-01,2025-03-31,2024-12-20,2655.0,,43.0,1,138.257228101862,
